Master Catalog,Identifier,Parent Identifier,Name US,URL keyword,Page title,Meta description,Facet Ordered List,Delete
FALSE,Ultrasonic-Plastic-Welding,Precision-Welding-Cleaning,Ultrasonic Plastic Welding,,Products - Ultrasonic Plastic Welding|Emerson,Browse Ultrasonic Plastic Welding products,Category | Brand | EMR Industry | EMR Segment,
FALSE,Upstream-Oil-Gas-Applications,Operations-Business-Management,Upstream Oil and Gas Applications,,Products - Upstream Oil and Gas Applications | Emerson,Browse Upstream Oil and Gas Applications products,Category | Brand | EMR Industry,
FALSE,Vibration-Welding,Precision-Welding-Cleaning,Vibration Welding,,Products - Vibration Welding|Emerson,Browse Vibration Welding products,Category | Brand | EMR Industry | EMR Segment | EMR Working Area Dimensions | EMR Max Clamping Force | EMR Weld Area,
FALSE,Water-Supply-and-Drain-Lines,Indoor-Outdoor-Heating-Cables,Water Supply and Drain Lines,water-supply-and-drain-lines,,,,
FALSE,Wireless-Networks-Infrastructure,Measurement-Instrumentation,Wireless Networks and Infrastructure,,Products - Wireless Networks and Infrastructure | Emerson,Browse Wireless Networks and Infrastructure products,Category | Brand | EMR Industry | EMR Product Type,
FALSE,2000X-Series-Benchtop-Systems,Ultrasonic-Plastic-Welding,2000X Series Benchtop Systems,,Products - 2000X Series Benchtop Systems|Emerson,Browse 2000X Series Benchtop Systems products,Category | Brand | EMR Industry | EMR Segment | EMR Frequency | EMR Output Power,
FALSE,Aerospace-and-Defense,Hermetic-Solutions,Aerospace and Defense,aerospace-and-defense,,,,
FALSE,Air-Conditioning-and-Refrigeration,Hermetic-Solutions,Air Conditioning and Refrigeration,air-conditioning-and-refrigeration,,,,
FALSE,Air-Particle-Monitors,Flame-Gas-Detection,Air Particle Monitors,,Products - Air Particle Monitors | Emerson,Browse Air Particle Monitors products,Category | Brand | EMR Industry,
FALSE,Application-Specific-Measurement-Systems,Flow,Application Specific Measurement Systems,,Products - Application Specific Measurement Systems | Emerson,Browse Application Specific Measurement Systems products,Category | EMR Industry | EMR Instrument Type | EMR Technology Type,
FALSE,Aqueous-Cleaning-Systems,Ultrasonic-Cleaning,Aqueous Cleaning Systems,,Products - Aqueous Cleaning Systems|Emerson,Browse Aqueous Cleaning Systems products,Category | Brand | EMR Industry | EMR Segment | EMR Cleaning Process | EMR Tank Capacity,
FALSE,Area-Lighting,Lighting,Area Lighting,,Products - Area Lighting|Emerson,Browse Area Lighting products,Category | EMR Area Classification | EMR Certifications | EMR Lamp Type | EMR Wattage | EMR Lumens | EMR Industry,
FALSE,Aspirators,Flame-Gas-Detection,Aspirators,,Products - Aspirators | Emerson,Browse Aspirators products,Category | Brand | EMR Industry,
FALSE,Asset-Management-Software,Field-Device-Management,Asset Management Software,,Products - Asset Management Software | Emerson,Browse Asset Management Software products,Category | Brand | EMR Industry,
FALSE,Automation-Components,Ultrasonic-Plastic-Welding,Automation Components,,Products - Automation Components|Emerson,Browse Automation Components products,Category | Brand | EMR Industry | EMR Segment | EMR Frequency | EMR Output Power,
FALSE,Bi-Metal Controls and Limits,Sensing-Solutions,Bi-Metal Controls and Limits,bimetals-controls-and-limits,,,,
FALSE,Bushings-and-Locknuts,Commercial-Electrical-Fittings,Bushings and Locknuts,bushings-and-locknuts,,,,
FALSE,Call-Points-Stations-Audio-Signaling-Devices,Controls,Call Points Stations and Audio Signaling Devices,call-points-stations-audio-signaling-devices,Products - Call Points Stations and Audio Signaling Devices|Emerson,Browse Call Points Stations and Audio Signaling Devices products,Category | EMR Product Type | EMR Amperage | EMR Industry,
FALSE,Circuit-Breakers,Distribution-Equipment,Circuit Breakers,circuit-breakers,Products - Circuit Breakers|Emerson,Browse Circuit Breakers products,Category | EMR Area Classification | EMR Certifications | EMR Material | EMR Factory Sealed | EMR Enclosure Type | EMR Breaker Type | EMR Actuation | EMR Amperage | EMR Nominal Current | EMR Number of Poles | EMR Breaking Capacity | EMR Horsepower Ratings | Brand | EMR Industry,
FALSE,Combustion-Analyzers,Gas-Analysis,Combustion Analyzers,,Products - Combustion Analyzers | Emerson,Browse Combustion Analyzers products,Category | Brand | EMR Industry | EMR Product Type,
FALSE,Commercial-Cable-and-Cord-Fittings,Commercial-Electrical-Fittings,Commercial Cable and Cord Fittings,commercial-cable-and-cord-fittings,,,,
FALSE,Condition-Monitoring,Asset-Monitoring,Condition Monitoring,,Products - Condition Monitoring | Emerson,Browse Condition Monitoring products,Category | EMR Area Classification | EMR Safety Certification | Brand | EMR Industry,
FALSE,Conduit-Bodies-and-Boxes,Commercial-Electrical-Fittings,Conduit Bodies and Boxes,conduit-bodies-and-boxes,,,,
FALSE,Conduit-Fittings,Commercial-Electrical-Fittings,Conduit Fittings,conduit-fittings,,,,
FALSE,Constant-Wattage,Pipe-Tracing,Constant Wattage,constant-wattage,,,,
FALSE,Continuous-Gas-Analyzers,Gas-Analysis,Continuous Gas Analyzers,,Products - Continuous Gas Analyzers | Emerson,Browse Continuous Gas Analyzers products,Category | Brand | EMR Industry | EMR Product Type,
FALSE,Continuous-Level-Measurement,Level,Continuous Level Measurement,,Products - Continuous Level Measurement | Emerson,Browse Continuous Level Measurement products,Category | Brand | EMR Industry | EMR Technology Type | EMR Communication Protocol | EMR Media,
FALSE,Control-Stations-Control-Panels,Controls,Control Stations and Control Panels,control-stations-control-panels,Products - Control Stations and Control Panels|Emerson,Browse Control Stations and Control Panels products,Category | EMR Product Type | EMR Factory Sealed | EMR Amperage | EMR Material | Brand | EMR Industry,
FALSE,Conveyor-Switches,Controls,Conveyor Switches,conveyor-switches,Products - Conveyor Switches|Emerson,Browse Conveyor Switches products,Category | EMR Switch Description | EMR Switch Rating | EMR Voltage | EMR RPMs | EMR Industry,
FALSE,Cord-Cable-Reels,Reels-Switches,Cord and Cable Reels,,Products - Cord and Cable Reels|Emerson,Browse Cord and Cable Reels products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Mounting Type | EMR Operating Environment | EMR Cable Length | EMR Number of Conductors,
FALSE,Coriolis,Flow,Coriolis,,Products - Coriolis | Emerson,Browse Coriolis products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Technology Type | EMR Line Size | EMR Process Connection Type | EMR Output Variables | EMR Operating Temperature | EMR Operating Pressure | EMR Accuracy | EMR Approvals | EMR Certifications | EMR Power Source | EMR Output Signal | EMR Finish,
FALSE,DeltaV-Distributed-Control-System-Process-Industries,Distributed-Control-Systems,DeltaV Distributed Control System for Process Industries,,Products - DeltaV Distributed Control System for Process Industries | Emerson,Browse DeltaV Distributed Control System for Process Industries products,Category | Brand | EMR Industry,
FALSE,DeltaV-SIS-Process-Industries,Safety-Instrumented-Systems,DeltaV SIS for Process Industries,,Products - DeltaV SIS for Process Industries | Emerson,Browse DeltaV SIS for Process Industries products,Category | Brand | EMR Industry,
FALSE,Differential-Pressure-Flow,Pressure,Differential Pressure Flow,,Products - Differential Pressure Flow | Emerson,Browse Differential Pressure Flow products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Technology Type | EMR Product Type | EMR Line Size | EMR Communication Protocol,
FALSE,Differential-Pressure-Level,Pressure,Differential Pressure Level,,Products - Differential Pressure Level | Emerson,Browse Differential Pressure Level products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Communication Protocol | EMR Process Connection Type,
FALSE,Displacers,Level,Displacers,,Products - Displacers | Emerson,Browse Displacers products,Category | Brand | EMR Industry | EMR Instrument Type,
FALSE,Downhole-Applications,Pressure,Downhole Applications,,Products - Downhole Applications | Emerson,Browse Downhole Applications products,Category | Brand | EMR Industry | EMR Product Type,
FALSE,Emergency-Lighting,Lighting,Emergency Lighting,,Products - Emergency Lighting|Emerson,Browse Emergency Lighting products,Category | EMR Area Classification | EMR Certifications | EMR Lamp Type | EMR Wattage | EMR Lumens | EMR Industry,
FALSE,Enclosures,Enclosures-Junction-Boxes,Enclosures,enclosures,Products - Enclosures|Emerson,Browse Enclosures products,Category | EMR Product Family | EMR Platform | EMR Material | EMR Finish | Brand | EMR Industry,
FALSE,Explosionproof-Outlet-Boxes,Enclosures-Junction-Boxes,Explosionproof Outlet Boxes,explosionproof-outlet-boxes,Products - Explosionproof Outlet Boxes|Emerson,Browse Explosionproof Outlet Boxes products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Conduit Hub Size | EMR Material | EMR Finish | Brand | EMR Industry,
FALSE,Field-Communicators,Field-Device-Management,Field Communicators,,Products - Field Communicators | Emerson,Browse Field Communicators products,Category | EMR Area Classification | Brand | EMR Industry,
FALSE,Flame-Detectors,Flame-Gas-Detection,Flame Detectors,,Products - Flame Detectors | Emerson,Browse Flame Detectors products,Category | Brand | EMR Industry,
FALSE,Flame-Gas-Controllers,Flame-Gas-Detection,Controllers,,Products - Controllers | Emerson,Browse Controllers products,Category | Brand | EMR Industry,
FALSE,Flameproof-Camera-Housing,Enclosures-Junction-Boxes,Flameproof Camera Housing,flameproof-camera-housing,Products - Flameproof Camera Housing|Emerson,Browse Flameproof Camera Housing products,Category | EMR Area Classification | EMR Certifications | EMR Industry,
FALSE,Flammable-Vapor-Sensors,Sensing-Solutions,Flammable Vapor Sensors,flammable-vapor-sensors--1,,,Category | EMR Product Family | EMR Platform | Brand | EMR Industry,
FALSE,Flood-Lighting,Lighting,Flood Lighting,,Products - Flood Lighting|Emerson,Browse Flood Lighting products,Category | EMR Area Classification | EMR Certifications | EMR Lamp Type | EMR Wattage | EMR Lumens | EMR Industry,
FALSE,Flow-Accessories,Flow,Flow Accessories,,Products - Flow Accessories | Emerson,Browse Flow Accessories products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Technology Type,
FALSE,Flow-Computers,Flow,Flow Computers,flow-computers,Products - Flow Computers | Emerson,Browse Flow Computers products,Category | Brand | EMR Industry,
FALSE,Flow-Configuration-Diagnostic-Software,Flow,Flow Configuration Diagnostic Software,,Products - Flow Configuration Diagnostic Software | Emerson,Browse Flow Configuration Diagnostic Software products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Technology Type,
FALSE,Gas-Analysis-Accessories,Gas-Analysis,Gas Analysis Accessories,,Products - Gas Analysis Accessories | Emerson,Browse Gas Analysis Accessories products,Category | Brand | EMR Industry,
FALSE,Gas-Analysis-Systems,Gas-Analysis,Gas Analysis Systems,,Products - Gas Analysis Systems | Emerson,Browse Gas Analysis Systems products,Category | Brand | EMR Industry,
FALSE,Gas-Detectors-Sensors,Flame-Gas-Detection,Gas Detectors and Sensors,,Products - Gas Detectors and Sensors | Emerson,Browse Gas Detectors and Sensors products,Category | Brand | EMR Industry | EMR Product Type,
FALSE,General-Utility-Lights,General-Lighting,General Utility Lights,,,,,
FALSE,Grounding-Indicators-Devices,Controls,Grounding Indicators and Devices,grounding-indicators-devices,Products - Grounding Indicators and Devices|Emerson,Browse Grounding Indicators and Devices products,Category | Brand | EMR Industry,
FALSE,Handheld-Systems,Ultrasonic-Plastic-Welding,Handheld Systems,,Products - Handheld Systems|Emerson,Browse Handheld Systems products,Category | Brand | EMR Industry | EMR Segment | EMR Frequency | EMR Output Power,
FALSE,Hazardous-Location-Firestop-Solutions,Sealants-Firestop-Solutions,Hazardous Location Firestop Solutions,hazardous-location-firestop-solutions,Products - Hazardous Location Firestop Solutions|Emerson,Browse Hazardous Location Firestop Solutions products,Category | EMR Area Classification | EMR Certifications | EMR Product Type,
FALSE,Hazardous-Location-Fittings,Fittings,Hazardous Location Fittings,hazardous-location-fittings,Products - Hazardous Location Fittings|Emerson,Browse Hazardous Location Fittings products,Category | Brand | EMR Industry,
FALSE,Hazardous-Location-Junction-Boxes,Enclosures-Junction-Boxes,Hazardous Location Junction Boxes,hazardous-location-junction-boxes,Products - Hazardous Location Junction Boxes|Emerson,Browse Hazardous Location Junction Boxes products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Conduit Hub Size | EMR Material | EMR Finish | EMR Industry,
FALSE,Health-Monitoring,Asset-Monitoring,Health Monitoring,,Products - Health Monitoring | Emerson,Browse Health Monitoring products,Category | Brand | EMR Industry,
FALSE,Industrial,Hermetic-Solutions,Industrial,industrial,,,,
FALSE,Industrial-Cable-Monitoring,Industrial-Heat-Tracing,Industrial Cable Monitoring,industrial-cable-monitoring,Products - Industrial Cable Monitoring|Emerson,Browse Industrial Cable Monitoring products,Category | EMR Industry,
FALSE,Industrial-Circuit-Management,Industrial-Heat-Tracing,Industrial Circuit Management,industrial-circuit-management,Products - Industrial Circuit Management|Emerson,Browse Industrial Circuit Management products,Category | EMR Industry,
FALSE,Industrial-Control-Transformers,Control-Power-Solutions,Industrial Control Transformers,,Products - Industrial Control Transformers|Emerson,Browse Industrial Control Transformers products,Category | EMR Area Classification | EMR Certifications | EMR Primary Voltage | EMR Secondary Voltage | EMR KVA Rating | EMR Hertz | EMR Temperature Rise,
FALSE,Industrial-Firestop-Solutions,Sealants-Firestop-Solutions,Industrial Firestop Solutions,industrial-firestop-solutions,Products - Industrial Firestop Solutions|Emerson,Browse Industrial Firestop Solutions products,Category | EMR Area Classification | EMR Certifications | EMR Product Type,
FALSE,Industrial-Fittings,Fittings,Industrial Fittings,industrial-fittings,Products - Industrial Fittings|Emerson,Browse Industrial Fittings products,Category | Brand | EMR Industry,
FALSE,Industrial-Pipe-Tracing-Cable,Industrial-Heat-Tracing,Industrial Pipe Tracing Cable,industrial-pipe-tracing-cable,Products - Industrial Pipe Tracing Cable|Emerson,Browse Industrial Pipe Tracing Cable products,Category | EMR Product Type | EMR Type of Cable | EMR Amperage | EMR Voltage | EMR Wattage | EMR Length | EMR Industry,
FALSE,Industrial-Power-Distribution,Industrial-Heat-Tracing,Industrial Power Distribution,industrial-power-distribution,Products - Industrial Power Distribution|Emerson,Browse Industrial Power Distribution products,Category | EMR Industry,
FALSE,Industrial-Roof-Gutter-Deicing,Industrial-Heat-Tracing,Industrial Roof Gutter Deicing,industrial-roof-gutter-deicing,Products - Industrial Roof Gutter Deicing|Emerson,Browse Industrial Roof Gutter Deicing products,Category | EMR Product Type | EMR Type of Cable | EMR Amperage | EMR Voltage | EMR Wattage | EMR Length | EMR Industry,
FALSE,Industrial-Snow-Melting,Industrial-Heat-Tracing,Industrial Snow Melting,industrial-snow-melting,Products - Industrial Snow Melting|Emerson,Browse Industrial Snow Melting products,Category | EMR Product Type | EMR Type of Cable | EMR Amperage | EMR Voltage | EMR Wattage | EMR Length | EMR Industry,
FALSE,Industrial-Tank-Vessel-Heating,Industrial-Heat-Tracing,Industrial Tank and Vessel Heating,industrial-tank-vessel-heating,Products - Industrial Tank and Vessel Heating|Emerson,Browse Industrial Tank and Vessel Heating products,Category | EMR Product Type | EMR Type of Cable | EMR Amperage | EMR Voltage | EMR Wattage | EMR Length | EMR Industry,
FALSE,Industrial-Thermostats,Industrial-Heat-Tracing,Industrial Thermostats,industrial-thermostats,Products - Industrial Thermostats|Emerson,Browse Industrial Thermostats products,Category | EMR Industry,
FALSE,Instrument-Manifolds,Pressure,Instrument Manifolds,,Products - Instrument Manifolds | Emerson,Browse Instrument Manifolds products,Category | Brand | EMR Industry,
FALSE,Integrated-Benchtop-Systems,Ultrasonic-Plastic-Welding,Integrated Benchtop Systems,,Products - Integrated Benchtop Systems|Emerson,Browse Integrated Benchtop Systems products,Category | Brand | EMR Industry | EMR Segment | EMR Frequency | EMR Output Power,
FALSE,Integrated-Metrology-Systems,Flow,Integrated Metrology Systems,,Products - Integrated Metrology Systems | Emerson,Browse Integrated Metrology Systems products,Category | EMR Industry | EMR Instrument Type | EMR Technology Type,
FALSE,Lamp-Changers,General-Lighting,Lamp Changers,,,,,
FALSE,Lamp-Protection,General-Lighting,Lamp Protection,,,,,
FALSE,Large-Sized-Part-Vibration-Welding,Vibration-Welding,Large Sized Part Vibration Welding,,Products - Large Sized Part Vibration Welding|Emerson,Browse Large Sized Part Vibration Welding products,Category | Brand | EMR Industry | EMR Segment | EMR Working Area Dimensions | EMR Max Clamping Force | EMR Weld Area,
FALSE,Level-Accessories,Level,Level Accessories,,Products - Level Accessories | Emerson,Browse Level Accessories products,Category | Brand | EMR Industry,
FALSE,Level-Configuration-Diagnostic-Software,Level,Level Configuration and Diagnostic Software,,Products - Level Configuration and Diagnostic Software | Emerson,Browse Level Configuration and Diagnostic Software products,Category | Brand | EMR Industry,
FALSE,Level-Controllers,Level,Controllers,,Products - Controllers | Emerson,Browse Controllers products,Category | Brand | EMR Industry | EMR Technology Type,
FALSE,Liquid-Analysis-Accessories,Liquid-Analysis,Liquid Analysis Accessories,liquid-analysis-accessories,Products - Liquid Analysis Accessories | Emerson,Browse Liquid Analysis Accessories products,Category | Brand | EMR Industry,
FALSE,Liquid-Analysis-Sensors,Liquid-Analysis,Liquid Analysis Sensors,,Products - Liquid Analysis Sensors | Emerson,Browse Liquid Analysis Sensors products,Category | Brand | EMR Industry | EMR Instrument Type,
FALSE,Liquid-Analysis-Systems,Liquid-Analysis,Liquid Analysis Systems,,Products - Liquid Analysis Systems | Emerson,Browse Liquid Analysis Systems products,Category | Brand | EMR Industry,
FALSE,Liquid-Analyzers-Transmitters,Liquid-Analysis,Liquid Analyzers and Transmitters,,Products - Liquid Analyzers and Transmitters | Emerson,Browse Liquid Analyzers and Transmitters products,Category | Brand | EMR Industry,
FALSE,Machinery-Health-Sensors,Machinery-Health-Management,Machinery Health Sensors,,Products - Machinery Health Sensors | Emerson,Browse Machinery Health Sensors products,Category | EMR Sensor Type | EMR Area Classification | Brand | EMR Industry,
FALSE,Machinery-Prediction-Systems,Machinery-Health-Management,Machinery Prediction Systems,,Products - Machinery Prediction Systems | Emerson,Browse Machinery Prediction Systems products,Category | Brand | EMR Industry,
FALSE,Magnetic,Flow,Magnetic,magnetic,Products - Magnetic | Emerson,Browse Magnetic products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Technology Type | EMR Line Size | EMR Process Connection Type | EMR Operating Temperature | EMR Operating Pressure | EMR Accuracy | EMR Approvals | EMR Certifications | EMR Output Signal | EMR User Interface | EMR Flow Range,
FALSE,Medium-Sized-Part-Vibration-Welding,Vibration-Welding,Medium Sized Part Vibration Welding,,Products - Medium Sized Part Vibration Welding|Emerson,Browse Medium Sized Part Vibration Welding products,Category | Brand | EMR Industry | EMR Segment | EMR Working Area Dimensions | EMR Max Clamping Force | EMR Weld Area,
FALSE,Microtemp-Thermal-Fuses,Sensing-Solutions,Microtemp Thermal Fuses,microtemp-thermal-fuses--1,,,Category | EMR Product Family | EMR Platform | Brand | EMR Industry,
FALSE,Motor-Starters,Controls,Motor Starters,motor-starters,Products - Motor Starters|Emerson,Browse Motor Starters products,Category | EMR Material | EMR Factory Sealed | EMR Product Type | EMR Amperage | EMR Operating Voltage | EMR Number of Poles | EMR Horsepower Ratings | Brand | EMR Industry,
FALSE,Multiphase,Flow,Multiphase,,Products - Multiphase | Emerson,Browse Multiphase products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Technology Type | EMR Fluid State | EMR Output Variables | EMR Operating Temperature | EMR Operating Pressure | EMR Accuracy | EMR Approvals | EMR Certifications | EMR Standards | EMR Power Source | EMR Output Signal | EMR Input Signal | EMR Installation Type | EMR User Interface | EMR Flow Range,
FALSE,NTC-Temperature-Sensors,Sensing-Solutions,NTC Temperature Sensors,ntc-temperature-sensors--1,,,Category | EMR Product Family | EMR Platform | Brand | EMR Industry,
FALSE,Natural-Gas-Chromatographs,Gas-Analysis,Natural Gas Chromatographs,,Products - Natural Gas Chromatographs | Emerson,Browse Natural Gas Chromatographs products,Category | Brand | EMR Industry,
FALSE,Nuclear-Pressure-Instrumentation,Pressure,Nuclear Pressure Instrumentation,,Products - Nuclear Pressure Instrumentation | Emerson,Browse Nuclear Pressure Instrumentation products,Category | Brand | EMR Industry | EMR Instrument Type,
FALSE,Ordinary-Location-Powercords,Reels-Switches,Ordinary Location Powercords,,Products - Ordinary Location Powercords|Emerson,Browse Ordinary Location Powercords products,Category | EMR Area Classification | EMR Certifications | EMR Product Type,
FALSE,Ordinary-Location-Switches,Reels-Switches,Ordinary Location Switches,,Products - Ordinary Location Switches|Emerson,Browse Ordinary Location Switches products,Category | EMR Area Classification | EMR Certifications | EMR Switch Type | EMR Amperage | EMR Voltage | EMR Number of Poles,
FALSE,Ovation-Distributed-Control-System-Power-Water-Industries,Distributed-Control-Systems,Ovation Distributed Control System for Power and Water Industries,,Products - Ovation Distributed Control System for Power and Water Industries | Emerson,Browse Ovation Distributed Control System for Power and Water Industries products,Category | Brand | EMR Industry,
FALSE,Ovation-SIS-Power-Water-Industries,Safety-Instrumented-Systems,Ovation SIS for Power and Water Industries,,Products - Ovation SIS for Power and Water Industries | Emerson,Browse Ovation SIS for Power and Water Industries products,Category | Brand | EMR Industry,
FALSE,Packaging-Leak-Detection-Analyzers,Gas-Analysis,Packaging Leak Detection Analyzers,,Products - Packaging Leak Detection Analyzers | Emerson,Browse Packaging Leak Detection Analyzers products,Category | Brand | EMR Industry | EMR Measurement Type,
FALSE,Panelboards,Distribution-Equipment,Panelboards,panelboards,Products - Panelboards|Emerson,Browse Panelboards products,Category | EMR Area Classification | EMR Certifications | EMR Material | EMR Factory Sealed | EMR Panelboard Type | EMR Breaker Type | EMR Number of Circuits | EMR Amperage | EMR Number of Poles | EMR Number of Wires | EMR Bus Rating | EMR Horsepower Ratings | Brand | EMR Industry,
FALSE,Performance-Monitoring,Asset-Monitoring,Performance Monitoring,,Products - Performance Monitoring | Emerson,Browse Performance Monitoring products,Category | Brand | EMR Industry,
FALSE,PhotoControls,Lighting,PhotoControls,photocontrols,Products - PhotoControls|Emerson,Browse PhotoControls products,,
FALSE,Point-Level-Measurement,Level,Point Level Measurement,,Products - Point Level Measurement | Emerson,Browse Point Level Measurement products,Category | Brand | EMR Industry | EMR Technology Type | EMR Output Signal | EMR Media,
FALSE,Poles-Hangers,Lighting,Poles and Hangers,poles-hangers,Products - Poles and Hangers|Emerson,Browse Poles and Hangers products,,
FALSE,Portable-Lighting,Lighting,Portable Lighting,,Products - Portable Lighting|Emerson,Browse Portable Lighting products,Category | EMR Area Classification | EMR Certifications | EMR Lamp Type | EMR Wattage | EMR Lumens | EMR Industry,
FALSE,Power,Sensing-Solutions,Power,power,,,Category | EMR Product Family | EMR Platform | Brand | EMR Industry,
FALSE,Power-Conditioning,Power-Quality-Distribution,Power Conditioning,,Products - Power Conditioning|Emerson,Browse Power Conditioning products,Category | EMR Area Classification | EMR Certifications | EMR Input Voltage Range | EMR Output Voltage Range | EMR KVA Rating | EMR Hertz | EMR Operating Temperature | EMR Efficiency,
FALSE,Power-Protection,Power-Quality-Distribution,Power Protection,,Products - Power Protection|Emerson,Browse Power Protection products,Category,
FALSE,Power-Supplies,Control-Power-Solutions,Power Supplies,,Products - Power Supplies|Emerson,Browse Power Supplies products,Category | EMR Area Classification | EMR Certifications | EMR Input Voltage Range | EMR Output Voltage Range | EMR Output Power | EMR Hertz | EMR Operating Temperature,
FALSE,Pressure-Accessories,Pressure,Pressure Accessories,,Products - Pressure Accessories | Emerson,Browse Pressure Accessories products,Category | Brand | EMR Industry,
FALSE,Pressure-Configuration-Diagnostic-Software,Pressure,Pressure Configuration and Diagnostic Software,,Products - Pressure Configuration and Diagnostic Software | Emerson,Browse Pressure Configuration and Diagnostic Software products,Category | Brand | EMR Industry,
FALSE,Pressure-Gauges,Pressure,Pressure Gauges,,Products - Pressure Gauges | Emerson,Browse Pressure Gauges products,Category | Brand | EMR Industry,
FALSE,Pressure-Transmitters-Transducers,Pressure,Pressure Transmitters and Transducers,,Products - Pressure Transmitters and Transducers | Emerson,Browse Pressure Transmitters and Transducers products,Category | Brand | EMR Industry | EMR Product Type | EMR Measurement Type | EMR Process Connection Type | EMR Communication Protocol,
FALSE,Process-Gas-Chromatographs,Gas-Analysis,Process Gas Chromatographs,,Products - Process Gas Chromatographs | Emerson,Browse Process Gas Chromatographs products,Category | Brand | EMR Industry,
FALSE,Prover-Systems,Flow,Prover Systems,,Products - Prover Systems | Emerson,Browse Prover Systems products,Category | EMR Industry | EMR Instrument Type | EMR Technology Type | EMR Line Size,
FALSE,Quantum-Cascade-Laser-Analyzers,Gas-Analysis,Quantum Cascade Laser Analyzers,,Products - Quantum Cascade Laser Analyzers | Emerson,Browse Quantum Cascade Laser Analyzers products,Category | Brand | EMR Industry,
FALSE,Seam-Welder,Ultrasonic-Metal-Welding,Seam Welder,,Products - Seam Welder|Emerson,Browse Seam Welder products,Category | Brand | EMR Industry | EMR Segment | EMR Frequency | EMR Output Power,
FALSE,Self-Regulating,Pipe-Tracing,Self Regulating,self-regulating,,,,
FALSE,Service-Entry-Fittings,Commercial-Electrical-Fittings,Service Entry Fittings,service-entry-fittings,,,,
FALSE,Small-Sized-Part-Vibration-Welding,Vibration-Welding,Small Sized Part Vibration Welding,small-sized-part-vibration-welding,Products - Small Sized Part Vibration Welding|Emerson,Browse Small Sized Part Vibration Welding products,Category | Brand | EMR Industry | EMR Segment | EMR Working Area Dimensions | EMR Max Clamping Force | EMR Weld Area,
FALSE,Specialized-Systems,Ultrasonic-Plastic-Welding,Specialized Systems,,Products - Specialized Systems|Emerson,Browse Specialized Systems products,Category | Brand | EMR Industry | EMR Segment | EMR Frequency | EMR Output Power,
FALSE,Spot-Welders,Ultrasonic-Metal-Welding,Spot Welders,,Products - Spot Welders|Emerson,Browse Spot Welders products,Category | Brand | EMR Industry | EMR Segment | EMR Frequency | EMR Output Power,
FALSE,Stand-Alone-Safety-Systems,Safety-Instrumented-Systems,Stand Alone Safety Systems,stand-alone-safety-systems,Products - Stand Alone Safety Systems | Emerson,Browse Stand Alone Safety Systems products,Category | Brand | EMR Industry,
FALSE,Supervisory-Control-Systems,Flow,Supervisory Control Systems,,Products - Supervisory Control Systems | Emerson,Browse Supervisory Control Systems products,Category | EMR Industry | EMR Instrument Type | EMR Technology Type,
FALSE,Switches-Disconnects,Distribution-Equipment,Switches and Disconnects,switches-disconnects,Products - Switches and Disconnects|Emerson,Browse Switches and Disconnects products,Category | EMR Area Classification | EMR Certifications | EMR Type of Equipment | EMR Factory Sealed | EMR Switch Type | EMR Amperage | EMR Voltage | EMR Number of Poles | EMR Horsepower Ratings | EMR Material | Brand | EMR Industry,
FALSE,Switchracks,Distribution-Equipment,Switchracks,switchracks,Products - Switchracks|Emerson,Browse Switchracks products,Category | EMR Area Classification | EMR Certifications | Brand,
FALSE,Tabletop-Cleaners,Laboratory-Equipment,Tabletop Cleaners,,Products - Tabletop Cleaners|Emerson,Browse Tabletop Cleaners products,Category | Brand | EMR Industry | EMR Segment | EMR Tank Capacity,
FALSE,Task-Lighting,Lighting,Task Lighting,,Products - Task Lighting|Emerson,Browse Task Lighting products,Category | EMR Area Classification | EMR Certifications | EMR Lamp Type | EMR Wattage | EMR Lumens | EMR Industry,
FALSE,Temporary-Lighting,General-Lighting,Temporary Lighting,,,,,
FALSE,Thread-Lubricants,Commercial-Electrical-Fittings,Thread Lubricants,thread-lubricants,,,,
FALSE,Tooling,Ultrasonic-Plastic-Welding,Tooling,tooling,Products - Tooling|Emerson,Browse Tooling products,Category | Brand | EMR Industry | EMR Segment,
FALSE,Transformers,Power-Quality-Distribution,Transformers,,Products - Transformers|Emerson,Browse Transformers products,Category | EMR Product Family | EMR Platform | Brand | EMR Industry | EMR Hertz | EMR Number of Phases,
FALSE,Tube-Sealer,Ultrasonic-Metal-Welding,Tube Sealer,,Products - Tube Sealer|Emerson,Browse Tube Sealer products,Category | Brand | EMR Industry | EMR Segment | EMR Frequency | EMR Output Power,
FALSE,Turbine,Flow,Turbine,,Products - Turbine | Emerson,Browse Turbine products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Technology Type | EMR Product Type,
